state,week,total_cases,total_deaths,total_cases_us,total_deaths_us,percentage_cases,percentage_deaths
Maryland,16,1674980,51630,98283032,2744562,1.7042412773753255,1.88117448248573
Maryland,17,1785102,52738,108710383,2877454,1.642071300585888,1.8328008023759894
Maryland,18,1934632,54177,123742353,3032206,1.5634356007437487,1.786718976217315
Maryland,19,2221400,56440,149140694,3242863,1.4894660474088983,1.740437385113093
Maryland,20,2628308,60975,180323778,3537929,1.4575493199793097,1.7234659033575856
Maryland,21,3108450,67881,218484424,3967089,1.422732999950605,1.7111035320861216
Maryland,22,4054953,82758,297414902,4959558,1.363399403571244,1.6686567633647997
Maryland,23,4483579,90278,331246599,5536919,1.3535471801176138,1.6304735539746924
Maryland,24,4751577,96307,353902473,6107034,1.3426232825448496,1.5769848342092088
Maryland,25,4915436,100910,367750323,6540703,1.3366231632106547,1.5428005215953087
Maryland,26,5059011,103805,379269903,6856950,1.3338814812310589,1.513865494133689
Maryland,27,5229604,106471,389709216,7073156,1.3419246415768622,1.5052827903131218
Maryland,28,5692413,111648,413555826,7388536,1.3764557629518197,1.5110977330285729
Maryland,29,5851883,114334,422815728,7515404,1.3840268023331432,1.521328726971963
Maryland,30,5937281,116322,429112805,7628850,1.383617764564262,1.5247645451149257
Maryland,31,5981550,124457,432772697,7733730,1.3821458796879693,1.6092752139006663
Maryland,32,6000807,125965,434955807,7800559,1.3796360235742293,1.6148201686571435
Maryland,33,6012135,126611,437380590,7853097,1.3745774589585698,1.6122429151199837
Maryland,34,6071769,127553,451183101,7948347,1.345743886803952,1.604773923433388
Maryland,35,6184861,128259,470282286,8038989,1.3151379892714052,1.595461817400173
Maryland,36,6362007,129413,496698578,8212460,1.2808587102498208,1.5758128502300164
Maryland,37,6567771,131332,525106961,8480704,1.250749178318358,1.548597852253775
Maryland,38,6782036,133993,551080385,8831887,1.2306799850987256,1.5171502986847545
Maryland,39,7000038,136705,570984508,9178044,1.2259593565014901,1.4894785860691013
Massachusetts,1,780531,43536,13644993,786250,5.720274096146476,5.537170111287758
Massachusetts,2,461384,29322,7940175,474933,5.81075354132623,6.173923479732931
Massachusetts,3,511523,34376,8896630,534045,5.749626543983508,6.436910747221676
Massachusetts,4,552274,37941,9837494,582599,5.613970387173807,6.5123695715234655
Massachusetts,5,585641,41092,10727153,623896,5.459426186985493,6.586354135945735
Massachusetts,6,618703,43802,11646234,661268,5.312472684302925,6.6239406715582785
Massachusetts,7,632299,45540,12570310,693159,5.030098700827585,6.569921186913826
Massachusetts,8,641718,47014,13688447,718836,4.6880263334474686,6.5402957002709945
Massachusetts,9,650667,48223,15271347,754416,4.260704704044771,6.392096668151259
Massachusetts,10,659253,49047,17321941,779487,3.8058841096387526,6.292215264654831
Massachusetts,11,668959,49869,19735326,808303,3.3896526462243393,6.1695923434652595
Massachusetts,12,680054,50515,22513159,840740,3.0206955851908655,6.008397364226753
Massachusetts,13,1643777,116581,75392468,2322210,2.1802933948255947,5.020260872186409
Massachusetts,14,1600067,118869,82613109,2473036,1.9368197364415858,4.806602087474666
Massachusetts,15,1667645,121316,89958441,2613757,1.8537949095849715,4.641441419382138
Massachusetts,16,1767321,124018,98283032,2744562,1.79819544028719,4.518680940711123
Massachusetts,17,1894955,126996,108710383,2877454,1.7431223657817487,4.413484976649496
Massachusetts,18,2116781,130674,123742353,3032206,1.7106358079355417,4.309535697772513
Massachusetts,19,2513640,134893,149140694,3242863,1.6854152495763497,4.1596885221484845
Massachusetts,20,3040933,140367,180323778,3537929,1.6863738291907349,3.9674905855940015
Massachusetts,21,3891783,148933,218484424,3967089,1.7812633636528705,3.7542137320337408
Massachusetts,22,5746955,172675,297414902,4959558,1.932302302727252,3.481661067377375
Massachusetts,23,6577370,185128,331246599,5536919,1.9856415189941314,3.343520105676099
Massachusetts,24,7106382,196708,353902473,6107034,2.0080057479564437,3.221007120641542
Massachusetts,25,7442312,206652,367750323,6540703,2.023740438699764,3.159476894150369
Massachusetts,26,7724084,214124,379269903,6856950,2.036566555611981,3.1227294934336696
Massachusetts,27,8041416,220164,389709216,7073156,2.0634400393548815,3.112669931215995
Massachusetts,28,8777504,227383,413555826,7388536,2.122447188061135,3.0775108898434005
Massachusetts,29,9004561,229348,422815728,7515404,2.129665573840716,3.0517055370542954
Massachusetts,30,9134917,231102,429112805,7628850,2.1287915190505675,3.029316345189642
Massachusetts,31,9193391,232455,432772697,7733730,2.124300138093046,3.005729447498167
Massachusetts,32,9217126,233345,434955807,7800559,2.119094825649724,2.9913881812829053
Massachusetts,33,9228605,233902,437380590,7853097,2.1099713181145052,2.978468239982264
Massachusetts,34,9325864,234812,451183101,7948347,2.0669798978131495,2.954224318591023
Massachusetts,35,9493866,235505,470282286,8038989,2.018759005522058,2.9295350447674453
Massachusetts,36,9731805,236530,496698578,8212460,1.9592979386383504,2.880135793659878
Massachusetts,37,10020246,238036,525106961,8480704,1.9082295121202937,2.8067952849197426
Massachusetts,38,10356212,240311,551080385,8831887,1.8792561451810699,2.7209474034257908
Massachusetts,39,10633847,242927,570984508,9178044,1.8623704935966494,2.6468275811273076
Michigan,1,524632,47327,13644993,786250,3.8448682238239327,6.019332273449921
Michigan,2,281285,27071,7940175,474933,3.5425541628490556,5.699961889361236
Michigan,3,305131,29315,8896630,534045,3.429736877896462,5.489237798312876
Michigan,4,326109,31244,9837494,582599,3.314960090445798,5.362865367087825
Michigan,5,343851,32819,10727153,623896,3.2054264537850816,5.260331850180158
Michigan,6,381871,35112,11646234,661268,3.2789226113780643,5.309798750279766
Michigan,7,396546,36080,12570310,693159,3.154623871646761,5.205154950018683
Michigan,8,406391,36534,13688447,718836,2.968861259425558,5.082383186150944
Michigan,9,419682,36955,15271347,754416,2.7481662226652306,4.898491018218065
Michigan,10,437302,37360,17321941,779487,2.524555417894565,4.792895840469437
Michigan,11,459952,37850,19735326,808303,2.3306024942278634,4.682649946863986
Michigan,12,489718,38207,22513159,840740,2.175252260244775,4.544448937840474
Michigan,13,1412713,86929,75392468,2322210,1.8738118508071655,3.7433737689528512
Michigan,14,1551981,89053,82613109,2473036,1.8786134776745904,3.6009584979757676
Michigan,15,1698153,90977,89958441,2613757,1.887708347457911,3.4806984735000235
Michigan,16,1876073,93087,98283032,2744562,1.9088472972628685,3.3916887284747075
Michigan,17,2159690,96255,108710383,2877454,1.986645562641427,3.345144700836225
Michigan,18,2724315,101188,123742353,3032206,2.2016027123712445,3.3371083626903975
Michigan,19,3845600,111093,149140694,3242863,2.578504831149572,3.4257691428839268
Michigan,20,5128409,126958,180323778,3537929,2.8440004179593,3.5884835450343973
Michigan,21,6186582,149211,218484424,3967089,2.8315894958260275,3.761221389285695
Michigan,22,7378008,185517,297414902,4959558,2.480712281188923,3.7405954320929404
Michigan,23,7798302,198119,331246599,5536919,2.354228548622774,3.578145174238597
Michigan,24,8093977,206831,353902473,6107034,2.287064266996518,3.3867668003813307
Michigan,25,8307323,212770,367750323,6540703,2.2589573633086926,3.2530142402124054
Michigan,26,8584310,216751,379269903,6856950,2.263377592605865,3.16104098761111
Michigan,27,9133778,220177,389709216,7073156,2.343741852899881,3.1128537247022403
Michigan,28,11517757,235108,413555826,7388536,2.7850549492682037,3.1820647554535832
Michigan,29,12304005,247413,422815728,7515404,2.9100159206944167,3.2920785096849086
Michigan,30,12717352,258388,429112805,7628850,2.9636384306919017,3.3869849321981684
Michigan,31,12884987,265386,432772697,7733730,2.977310511804306,3.4315395029306686
Michigan,32,12945876,270231,434955807,7800559,2.9763658265171755,3.464251728626115
Michigan,33,12977718,272561,437380590,7853097,2.9671453870415236,3.4707453632624174
Michigan,34,13085744,274890,451183101,7948347,2.900317846789213,3.4584549466700434
Michigan,35,13275739,276091,470282286,8038989,2.8229298434600194,3.4343995246168393
Michigan,36,13586982,278566,496698578,8212460,2.7354582037881334,3.3919921679983833
Michigan,37,13992371,282276,525106961,8480704,2.6646706365029504,3.3284500909358465
Michigan,38,14535737,286833,551080385,8831887,2.6376799820229495,3.247697802292987
Michigan,39,15212861,292855,570984508,9178044,2.6643211482718545,3.190821486582544
Minnesota,1,64658,4254,13644993,786250,0.4738587993412675,0.5410492845786963
Minnesota,2,65801,3383,7940175,474933,0.8287096946855705,0.7123109996567937
Minnesota,3,91739,4301,8896630,534045,1.0311657335418019,0.8053628439550974
Minnesota,4,120952,5206,9837494,582599,1.2295001145616964,0.8935820349846122
Minnesota,5,146294,6211,10727153,623896,1.3637728482105178,0.9955184838498724
Minnesota,6,165453,7099,11646234,661268,1.420656668928342,1.0735435557141733
Minnesota,7,181515,7907,12570310,693159,1.4439978011679904,1.140719517455591
Minnesota,8,195981,8426,13688447,718836,1.4317256004278645,1.1721727904556811
Minnesota,9,211695,8745,15271347,754416,1.3862234942340057,1.159174778901826
Minnesota,10,228518,9034,17321941,779487,1.319240147510028,1.1589673721306448
Minnesota,11,250952,9228,19735326,808303,1.2715878116226709,1.1416510887625062
Minnesota,12,275838,9471,22513159,840740,1.2252300976508894,1.1265076004472252
Minnesota,13,924307,23786,75392468,2322210,1.2259938220884348,1.0242829029243694
Minnesota,14,1057831,25017,82613109,2473036,1.2804638547134208,1.0115906117015685
Minnesota,15,1191452,26371,89958441,2613757,1.3244471410970762,1.0089308225669027
Minnesota,16,1378961,27901,98283032,2744562,1.403050935587742,1.0165920828168575
Minnesota,17,1632908,30142,108710383,2877454,1.5020717938230428,1.0475232618835957
Minnesota,18,2074479,33490,123742353,3032206,1.6764502611325,1.1044764109034808
Minnesota,19,3070266,39702,149140694,3242863,2.0586373293931435,1.2242885376286325
Minnesota,20,4184812,48530,180323778,3537929,2.3207211197626973,1.3717064418194937
Minnesota,21,4981635,59572,218484424,3967089,2.280087023503332,1.501655243933272
Minnesota,22,5702016,75603,297414902,4959558,1.9171924344261675,1.5243898750654796
Minnesota,23,5935327,80289,331246599,5536919,1.791815227059886,1.4500663636220794
Minnesota,24,6102407,82987,353902473,6107034,1.724318835149818,1.3588756833513618
Minnesota,25,6245985,84611,367750323,6540703,1.6984308671837658,1.2936071244941103
Minnesota,26,6398912,87194,379269903,6856950,1.6871657754504186,1.2716149308365965
Minnesota,27,6604886,89276,389709216,7073156,1.6948241737244418,1.2621805598519247
Minnesota,28,7269318,92450,413555826,7388536,1.7577597854950784,1.2512627670759133
Minnesota,29,7557556,94527,422815728,7515404,1.7874349272078167,1.2577766943733164
Minnesota,30,7741733,96324,429112805,7628850,1.8041253744455377,1.2626280500992941
Minnesota,31,7821337,97812,432772697,7733730,1.807262115705973,1.2647454721072497
Minnesota,32,7852390,98927,434955807,7800559,1.80533053556864,1.2682039838426964
Minnesota,33,7869851,99859,437380590,7853097,1.7993141853871477,1.2715875023573502
Minnesota,34,7942600,100761,451183101,7948347,1.7603939470241816,1.2676975476787815
Minnesota,35,8073383,101424,470282286,8038989,1.716709993197575,1.2616511852423233
Minnesota,36,8299939,102300,496698578,8212460,1.6710212929178145,1.245668167637955
Minnesota,37,8581420,103415,525106961,8480704,1.6342232416149591,1.2194152749583054
Minnesota,38,8953853,105488,551080385,8831887,1.6247816550393097,1.1943993395748835
Minnesota,39,9415987,108329,570984508,9178044,1.6490792426193113,1.180305956258218
Mississippi,1,86323,3364,13644993,786250,0.6326349892594302,0.42785373608903016
Mississippi,2,56237,2548,7940175,474933,0.7082589489526364,0.5364967269067427
Mississippi,3,66839,3086,8896630,534045,0.7512844751327188,0.5778539261672705
Mississippi,4,78292,3704,9837494,582599,0.7958530902280601,0.6357717744108726
Mississippi,5,91664,4366,10727153,623896,0.8545044523929136,0.6997961198661315
Mississippi,6,103510,4909,11646234,661268,0.88878516437159,0.7423616445979543
Mississippi,7,116389,5339,12570310,693159,0.9259039753196222,0.7702417482857469
Mississippi,8,129273,5739,13688447,718836,0.9443949339176314,0.7983740380281455
Mississippi,9,154828,6244,15271347,754416,1.013846388272102,0.8276600708362496
Mississippi,10,183499,6685,17321941,779487,1.0593443309846164,0.8576153290561612
Mississippi,11,214141,7420,19735326,808303,1.085064416974921,0.9179725919611829
Mississippi,12,254523,8088,22513159,840740,1.1305521361973234,0.9620096581582891
Mississippi,13,1028854,30133,75392468,2322210,1.3646641730842397,1.2976001309097798
Mississippi,14,1138109,33980,82613109,2473036,1.377637294826902,1.374019626079038
Mississippi,15,1226129,36992,89958441,2613757,1.3629949411862308,1.4152807625192396
Mississippi,16,1323209,39514,98283032,2744562,1.3463249688918835,1.4397197075526078
Mississippi,17,1451389,41632,108710383,2877454,1.3350969428559551,1.4468345975296217
Mississippi,18,1589369,43894,123742353,3032206,1.2844179551038601,1.4475929405851713
Mississippi,19,1776455,46610,149140694,3242863,1.191126950233985,1.4373101793076057
Mississippi,20,2022814,50022,180323778,3537929,1.1217677571063311,1.413878006031212
Mississippi,21,2386600,55261,218484424,3967089,1.0923433150548068,1.3929861417275993
Mississippi,22,3146817,68566,297414902,4959558,1.058056263771208,1.3825022310455892
Mississippi,23,3472804,76136,331246599,5536919,1.0484044245236162,1.3750607512950794
Mississippi,24,3679158,82282,353902473,6107034,1.0395965783488605,1.347331617934336
Mississippi,25,3793916,85712,367750323,6540703,1.0316553821218533,1.310440177454931
Mississippi,26,3878829,88837,379269903,6856950,1.0227094133541095,1.2955760214089354
Mississippi,27,3943034,90631,389709216,7073156,1.0117887486653638,1.2813374963029234
Mississippi,28,4024381,93047,413555826,7388536,0.9731167467581511,1.25934285222404
Mississippi,29,4062666,93780,422815728,7515404,0.9608597152280012,1.2478371089564846
Mississippi,30,4101074,94447,429112805,7628850,0.9557100026413801,1.2380240796450317
Mississippi,31,4131022,95124,432772697,7733730,0.9545477403349222,1.2299886342036765
Mississippi,32,4152884,95697,434955807,7800559,0.954782976377184,1.2267966949548104
Mississippi,33,4178395,96282,437380590,7853097,0.9553224572677081,1.2260385934364495
Mississippi,34,4397761,97763,451183101,7948347,0.9747175792384121,1.2299790132464021
Mississippi,35,4797266,99943,470282286,8038989,1.020082223552005,1.2432284706447538
Mississippi,36,5408933,105623,496698578,8212460,1.0889769448866833,1.286131074002187
Mississippi,37,5888466,113314,525106961,8480704,1.1213841059707452,1.3361390752465834
Mississippi,38,6207802,121011,551080385,8831887,1.1264784900663811,1.3701601933992136
Mississippi,39,6390189,126375,570984508,9178044,1.1191527809367465,1.3769273714530024
Missouri,1,98378,4270,13644993,786250,0.7209824145750753,0.5430842607313195
Missouri,2,58774,2964,7940175,474933,0.7402103857912451,0.6240880292588639
Missouri,3,65514,3577,8896630,534045,0.7363911953177776,0.6697937439728862
Missouri,4,72223,4116,9837494,582599,0.7341605494244774,0.7064893691887559
Missouri,5,79524,4604,10727153,623896,0.7413336977667794,0.7379435034044136
Missouri,6,89000,4954,11646234,661268,0.7641955330796204,0.7491667523606163
Missouri,7,98388,5335,12570310,693159,0.7827014608231618,0.7696646801094698
Missouri,8,109856,5859,13688447,718836,0.8025453873620578,0.815067692769978
Missouri,9,126829,6132,15271347,754416,0.8305030329020748,0.8128141502831329
Missouri,10,145516,6391,17321941,779487,0.8400675189922423,0.8198982151081416
Missouri,11,173781,6689,19735326,808303,0.8805580409464733,0.8275362085752497
Missouri,12,208941,6951,22513159,840740,0.9280838819643213,0.8267716535433071
Missouri,13,1024626,20232,75392468,2322210,1.3590561858248227,0.8712390352293721
Missouri,14,1265988,22737,82613109,2473036,1.5324299198084894,0.9193962400870833
Missouri,15,1540381,25843,89958441,2613757,1.7123251391161838,0.9887300158354431
Missouri,16,1817722,30082,98283032,2744562,1.849476927004043,1.0960583145871727
Missouri,17,2156408,35094,108710383,2877454,1.9836265317913562,1.2196198444875228
Missouri,18,2599648,40644,123742353,3032206,2.100855476701659,1.3404102491717251
Missouri,19,3386069,46220,149140694,3242863,2.2703857070693263,1.4252837693112537
Missouri,20,4143446,53918,180323778,3537929,2.297781272084927,1.5239989270559133
Missouri,21,4815021,64398,218484424,3967089,2.2038280403915658,1.623306157235192
Missouri,22,5964875,83830,297414902,4959558,2.0055736817114833,1.6902715927508054
Missouri,23,6387200,91618,331246599,5536919,1.9282311182310434,1.654674738785234
Missouri,24,6644086,99703,353902473,6107034,1.8773776695253555,1.6325928429414345
Missouri,25,6782835,107101,367750323,6540703,1.8444130639145624,1.6374539556374905
Missouri,26,7250140,112807,379269903,6856950,1.9116043594948795,1.645148353130765
Missouri,27,7589512,115283,389709216,7073156,1.947480759603078,1.6298664980667752
Missouri,28,7747847,118860,413555826,7388536,1.8734706448072138,1.6087084098933806
Missouri,29,7844386,120752,422815728,7515404,1.8552729902232965,1.6067266643283582
Missouri,30,7928882,123213,429112805,7628850,1.8477383819855948,1.6150927072887789
Missouri,31,8007261,125961,432772697,7733730,1.850223236240802,1.6287224922514751
Missouri,32,8101005,127464,434955807,7800559,1.8624892160595985,1.634036740187466
Missouri,33,8241499,128750,437380590,7853097,1.8842854914983769,1.6394805768985152
Missouri,34,8897245,133103,451183101,7948347,1.9719809940310684,1.6745997626927962
Missouri,35,9402674,137536,470282286,8038989,1.9993680986742504,1.7108619006693502
Missouri,36,9870484,142836,496698578,8212460,1.9872180910491755,1.7392596128322086
Missouri,37,10289203,148711,525106961,8480704,1.959448981671374,1.7535218774290435
Missouri,38,10676335,154513,551080385,8831887,1.9373462185557557,1.7494902278527795
Missouri,39,10972088,160005,570984508,9178044,1.9216087032609999,1.7433453140996056
Montana,1,5854,197,13644993,786250,0.04290218397327137,0.025055643879173292
Montana,2,2750,96,7940175,474933,0.03463399736151911,0.020213377465874132
Montana,3,2805,96,8896630,534045,0.03152879236295092,0.017976013257309777
Montana,4,2874,97,9837494,582599,0.029214757335557204,0.016649530809356005
Montana,5,3040,102,10727153,623896,0.02833929934624779,0.016348878659263724
Montana,6,3263,107,11646234,661268,0.028017640724031474,0.016181034013440843
Montana,7,3548,111,12570310,693159,0.028225238677486872,0.016013641891687188
Montana,8,4213,122,13688447,718836,0.03077777924698105,0.016971882320863173
Montana,9,5233,131,15271347,754416,0.034266787337096066,0.017364424932663144
Montana,10,7166,137,17321941,779487,0.04136949779473328,0.017575661941764263
Montana,11,10440,177,19735326,808303,0.05290006357128329,0.021897728945704766
Montana,12,15033,225,22513159,840740,0.06677428076619545,0.02676213811642125
Montana,13,87194,1239,75392468,2322210,0.11565346288968813,0.053354347798002764
Montana,14,110020,1590,82613109,2473036,0.13317499042434053,0.0642934433627331
Montana,15,141639,2084,89958441,2613757,0.1574493715381306,0.07973197202341303
Montana,16,207331,2529,98283032,2744562,0.21095299542651472,0.0921458505947397
Montana,17,316610,3400,108710383,2877454,0.29124172987229746,0.11816001228864127
Montana,18,458606,5172,123742353,3032206,0.37061360874558447,0.17056888615087495
Montana,19,642705,7094,149140694,3242863,0.4309387215269362,0.21875731413877184
Montana,20,826077,9072,180323778,3537929,0.45810763791783465,0.2564212000862652
Montana,21,964253,10790,218484424,3967089,0.44133718200433364,0.27198784801651793
Montana,22,1133754,13844,297414902,4959558,0.3812028221773501,0.27913777800360434
Montana,23,1200359,15279,331246599,5536919,0.3623762488803696,0.27594768859721447
Montana,24,1252663,17138,353902473,6107034,0.3539571197062531,0.2806272242794129
Montana,25,1288916,17517,367750323,6540703,0.3504867077982145,0.26781524860553985
Montana,26,1316431,18017,379269903,6856950,0.3470960889823098,0.26275530665966645
Montana,27,1345697,18488,389709216,7073156,0.34530797444625994,0.26138261336240853
Montana,28,1397879,20146,413555826,7388536,0.3380145828244238,0.27266565392656944
Montana,29,1422296,20534,422815728,7515404,0.3363867296819195,0.27322549792399714
Montana,30,1442288,20805,429112805,7628850,0.3361092894909067,0.2727147604160522
Montana,31,1456690,21058,432772697,7733730,0.3365947089772163,0.27228775765381
Montana,32,1469603,21392,434955807,7800559,0.33787409579290895,0.27423675662218566
Montana,33,1479192,21626,437380590,7853097,0.33819333409376945,0.2753818016000566
Montana,34,1506188,22096,451183101,7948347,0.3338307655277187,0.2779949088785379
Montana,35,1545623,22434,470282286,8038989,0.32865856231718665,0.27906494212145333
Montana,36,1610694,22987,496698578,8212460,0.3242799700545952,0.2799039508259401
Montana,37,1707753,23675,525106961,8480704,0.32522002693466484,0.2791631449464573
Montana,38,1854917,24803,551080385,8831887,0.33659644772150615,0.28083466194710144
Montana,39,2015364,26578,570984508,9178044,0.3529629914232279,0.2895823990384008
Nebraska,1,54417,832,13644993,786250,0.39880562782260126,0.105818759936407
Nebraska,2,48888,576,7940175,474933,0.6157043138217987,0.1212802647952448
Nebraska,3,61216,765,8896630,534045,0.6880807676614629,0.1432463556441873
Nebraska,4,72177,915,9837494,582599,0.7336929506640614,0.1570548524800077
Nebraska,5,83876,1072,10727153,623896,0.7819036420940393,0.17182350904637952
Nebraska,6,93313,1173,11646234,661268,0.8012289638006588,0.1773864756800571
Nebraska,7,100088,1342,12570310,693159,0.79622539141835,0.1936063731409388
Nebraska,8,106571,1511,13688447,718836,0.7785470477403317,0.21020093595757586
Nebraska,9,112803,1630,15271347,754416,0.7386578276297435,0.21606116519267884
Nebraska,10,119156,1712,17321941,779487,0.6878905776206027,0.21963162952044102
Nebraska,11,126902,1777,19735326,808303,0.6430195275213594,0.21984330133625632
Nebraska,12,135758,1857,22513159,840740,0.6030162182037625,0.22087684658753004
Nebraska,13,423459,5052,75392468,2322210,0.5616728185632549,0.21755138424173526
Nebraska,14,477342,5563,82613109,2473036,0.5778041835951241,0.22494617951376367
Nebraska,15,545231,6114,89958441,2613757,0.6060920953487844,0.2339161597654258
Nebraska,16,637683,6650,98283032,2744562,0.6488230847416265,0.24229731374259353
Nebraska,17,776322,7495,108710383,2877454,0.7141194599599562,0.26047332120687244
Nebraska,18,980797,8786,123742353,3032206,0.792612210954159,0.28975603900262714
Nebraska,19,1349808,11009,149140694,3242863,0.90505680495224194,0.33948396833292066
Nebraska,20,1707497,14423,180323778,3537929,0.9469061811692966,0.4076678757544315
Nebraska,21,1974479,18760,218484424,3967089,0.9037161385930195,0.47289082750601263
Nebraska,22,2325044,24142,297414902,4959558,0.781751009907365,0.4867772491016336
Nebraska,23,2460425,25882,331246599,5536919,0.742777437542838,0.4674440785570459
Nebraska,24,2541726,27259,353902473,6107034,0.7181995588937294,0.44635415489745106
Nebraska,25,2599373,28305,367750323,6540703,0.7068309223483673,0.43275164764399177
Nebraska,26,2649972,28948,379269903,6856950,0.6987034771382847,0.4221702068704015
Nebraska,27,2696776,29371,389709216,7073156,0.691996978588261,0.4152460372710569
Nebraska,28,2822582,30468,413555826,7388536,0.6825153516275212,0.4123685666551533
Nebraska,29,2866678,30828,422815728,7515404,0.6779970115018995,0.41019750900949564
Nebraska,30,2893626,30878,429112805,7628850,0.6743275815318538,0.404753009955629
Nebraska,31,2908332,32284,432772697,7733730,0.6720229857753711,0.4174441052377055
Nebraska,32,2915074,32726,434955807,7800559,0.6702000417251586,0.4195340359581922
Nebraska,33,2921043,32754,437380590,7853097,0.6678492522953522,0.41708385876298226
Nebraska,34,2958633,33119,451183101,7948347,0.6557499590393568,0.416677832510332
Nebraska,35,3015169,33249,470282286,8038989,0.6411402448613597,0.41359678437176617
Nebraska,36,3108667,33485,496698578,8212460,0.6258658948687387,0.4077341015968418
Nebraska,37,3243125,33830,525106961,8480704,0.6176122658560605,0.3989055625570707
Nebraska,38,3379629,34277,551080385,8831887,0.6132733249070369,0.3881050561448533
Nebraska,39,3498908,34989,570984508,9178044,0.6127851020434341,0.3812250191870948
Nevada,1,64694,3049,13644993,786250,0.4741226323824424,0.38779014308426074
Nevada,2,36429,1839,7940175,474933,0.45879341450282896,0.3872125120806514
Nevada,3,41310,2120,8896630,534045,0.4643331238907316,0.3969702927655909
Nevada,4,46608,2346,9837494,582599,0.47377919620586295,0.4026783430798886
Nevada,5,51328,2501,10727153,623896,0.4784866963303311,0.4008680934001821
Nevada,6,57452,2627,11646234,661268,0.49330968276955456,0.39726706872251494
Nevada,7,66348,2782,12570310,693159,0.527815145370321,0.4013509166006645
Nevada,8,78535,2909,13688447,718836,0.5737319945790783,0.40468201369992596
Nevada,9,100410,3005,15271347,754416,0.6575058506626822,0.39832135055460116
Nevada,10,131716,3208,17321941,779487,0.7603997727506404,0.4115527263443778
Nevada,11,163939,3549,19735326,808303,0.8306880768019742,0.4390680227587922
Nevada,12,210238,3890,22513159,840740,0.9338449570759928,0.46268763232390514
Nevada,13,863730,16045,75392468,2322210,1.1456449469196313,0.6909366508627558
Nevada,14,936788,18303,82613109,2473036,1.133945945552055,0.7401024489736502
Nevada,15,997027,20116,89958441,2613757,1.108319562807897,0.76962012918568945
Nevada,16,1081493,21253,98283032,2744562,1.100386280309301,0.774367640446818
Nevada,17,1193647,22418,108710383,2877454,1.098006434215212,0.7790915163196354
Nevada,18,1353097,23511,123742353,3032206,1.0934792875645414,0.7753760793297025
Nevada,19,1621518,25300,149140694,3242863,1.0872404817963366,0.7801748023274495
Nevada,20,2030438,28580,180323778,3537929,1.1259957075655325,0.8078172286668274
Nevada,21,2496086,33980,218484424,3967089,1.1424548964643815,0.8565474583504429
Nevada,22,3275890,46336,297414902,4959558,1.1014545599332477,0.9342768045055627
Nevada,23,3547013,53291,331246599,5536919,1.0708073715196091,0.9624666714467017
Nevada,24,3707363,59397,353902473,6107034,1.0475662881281984,0.9725997923050699
Nevada,25,3793820,63617,367750323,6540703,1.0316292774540947,0.9726324525054876
Nevada,26,3862791,65791,379269903,6856950,1.0184807624980463,0.9594790686821401
Nevada,27,3922221,67524,389709216,7073156,1.0064481000110606,0.9546516434813541
Nevada,28,4048029,70039,413555826,7388536,0.9788349590316254,0.9479415137180085
Nevada,29,4115961,71229,422815728,7515404,0.973464497044443,0.9477733998065838
Nevada,30,4177477,72011,429112805,7628850,0.9735148779817931,0.9439299501235442
Nevada,31,4217891,72681,432772697,7733730,0.9746204021738459,0.9397923123770807
Nevada,32,4263115,73231,434955807,7800559,0.9801260108248192,0.9387916942875505
Nevada,33,4328716,73828,437380590,7853097,0.9896909234129481,0.9401131808253483
Nevada,34,4583249,76156,451183101,7948347,1.0158290480830752,0.9581363269620715
Nevada,35,4773928,78953,470282286,8038989,1.0151196721876954,0.9821259862403096
Nevada,36,4972654,82557,496698578,8212460,1.0011411790270919,1.0052651702413162
Nevada,37,5171545,86192,525106961,8480704,0.984855540698117,1.0163307197138352
Nevada,38,5369927,89964,551080385,8831887,0.9744362430900168,1.0186271631419197
Nevada,39,5574882,93862,570984508,9178044,0.9763630924991751,1.0226797779570462
New Hampshire,1,27676,911,13644993,786250,0.20282897909878003,0.11586645468998409
New Hampshire,2,18271,774,7940175,474933,0.23010827846993298,0.16297035581861022
New Hampshire,3,21371,1007,8896630,534045,0.2402145531510246,0.1885608890636557
New Hampshire,4,24615,1244,9837494,582599,0.250216162774788,0.2135259415138028
New Hampshire,5,27511,1458,10727153,623896,0.25646133694559964,0.233692794953005
New Hampshire,6,30102,1700,11646234,661268,0.258469819514188,0.25708184881167695
New Hampshire,7,31786,1907,12570310,693159,0.2528656811168539,0.2751172530400673
New Hampshire,8,33127,2028,13688447,718836,0.24200700050195614,0.28212276513697143
New Hampshire,9,34315,2194,15271347,754416,0.2247018550491977,0.29082097940658735
New Hampshire,10,35293,2278,17321941,779487,0.2037473745003519,0.29224348834554004
New Hampshire,11,36201,2342,19735326,808303,0.18343249055019412,0.28974283158666986
New Hampshire,12,37206,2382,22513159,840740,0.16526334664984155,0.2833218355258463
New Hampshire,13,92984,5588,75392468,2322210,0.12333327514891805,0.24063284543602861
New Hampshire,14,97637,5635,82613109,2473036,0.11818584384713085,0.22785758072264212
New Hampshire,15,103901,5697,89958441,2613757,0.11549888909257552,0.21796211354001158
New Hampshire,16,113861,5810,98283032,2744562,0.11585010930472718,0.21169133726984488
New Hampshire,17,128168,6086,108710383,2877454,0.11789858195973792,0.2115064219966679
New Hampshire,18,150170,6299,123742353,3032206,0.12135699407623192,0.20773654560409155
